price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,house_age,renovated_bool,log_price,log_sqft_living,log_sqft_above,log_sqft_basement,log_sqft_lot,log_sqft_lot15,log_sqft_living15,living_lot_ratio,sale_month,grade_level,condition_level,house_age_c,house_age_c_sq
560000.0,3,2.5,2280,12498.0,2.0,0,0,4,9,2280,0,2330,8844,27,0,13.2357,7.7324,7.7324,0.0,9.4334,9.0876,7.7541,0.182,11,Mid,Good,-16.32,266.34
725000.0,4,2.25,3180,9600.0,2.0,0,0,3,10,3180,0,2840,10739,31,0,13.4939,8.065,8.065,0.0,9.1696,9.2817,7.9519,0.331,3,High,Average,-12.32,151.78
539000.0,3,2.0,2350,209088.0,1.0,0,0,3,7,2350,0,2300,209088,21,0,13.1975,7.7626,7.7626,0.0,12.2505,12.2505,7.7411,0.011,9,Mid,Average,-22.32,498.18
470000.0,5,3.25,3910,7077.0,2.0,0,0,3,9,2710,1200,2650,7077,14,0,13.0605,8.2715,7.9051,7.0909,8.8647,8.8647,7.8827,0.552,7,Mid,Average,-29.32,859.66
264950.0,2,1.0,770,7434.0,1.0,0,0,3,6,770,0,1060,7453,68,0,12.4873,6.6477,6.6477,0.0,8.914,8.9165,6.967,0.104,1,Low,Average,24.68,609.1
200000.0,4,1.5,1780,8000.0,2.0,0,0,4,6,1080,700,1750,9147,115,1,12.2061,7.4849,6.9856,6.5525,8.9873,9.1213,7.4679,0.222,2,Low,Good,71.68,5138.02
453500.0,5,2.5,2300,23345.0,1.0,0,0,5,7,1170,1130,2280,23345,47,0,13.0248,7.7411,7.0656,7.0309,10.0582,10.0582,7.7324,0.099,6,Mid,Good,3.68,13.54
811000.0,3,2.5,2510,17986.0,2.0,0,0,3,9,2510,0,2440,8039,71,1,13.606,7.8284,7.8284,0.0,9.7974,8.9922,7.8002,0.14,8,Mid,Average,27.68,766.18
425000.0,3,3.25,1410,1350.0,3.0,0,0,3,8,1410,0,1410,1253,9,0,12.9598,7.2521,7.2521,0.0,7.2086,7.1341,7.2521,1.044,9,Mid,Average,-34.32,1177.86
1530000.0,4,2.25,4250,16940.0,1.0,0,2,4,9,2380,1870,3460,17693,40,0,14.2408,8.3549,7.7753,7.5342,9.7375,9.781,8.1493,0.251,9,Mid,Good,-3.32,11.02
562000.0,4,2.75,2560,83200.0,1.0,0,0,3,8,1860,700,1990,38332,34,0,13.2393,7.8482,7.5289,6.5525,11.329,10.5541,7.5964,0.031,12,Mid,Average,-9.32,86.86
281000.0,3,2.5,1760,7601.0,2.0,0,0,3,8,1760,0,1920,6851,22,0,12.5461,7.4736,7.4736,0.0,8.9362,8.8323,7.5606,0.232,7,Mid,Average,-21.32,454.54
270000.0,3,2.25,2100,14027.0,2.0,0,0,3,8,2100,0,2730,5999,35,0,12.5062,7.6502,7.6502,0.0,9.5488,8.6995,7.9124,0.15,10,Mid,Average,-8.32,69.22
205950.0,4,1.0,1490,8472.5,1.0,0,0,4,6,1490,0,1200,8470,51,0,12.2354,7.3072,7.3072,0.0,9.0447,9.0444,7.0909,0.176,8,Low,Good,7.68,58.98
310000.0,2,1.0,870,5050.0,1.0,0,0,3,6,870,0,990,5200,64,1,12.6443,6.7696,6.7696,0.0,8.5273,8.5566,6.8987,0.172,6,Low,Average,20.68,427.66
350000.0,3,1.75,1260,1111.0,2.0,0,0,3,8,1260,0,1410,1630,12,0,12.7657,7.1397,7.1397,0.0,7.0139,7.3969,7.2521,1.134,3,Mid,Average,-31.32,980.94
843500.0,4,2.0,2630,11049.0,2.0,0,0,4,8,2630,0,2670,15001,61,0,13.6453,7.8751,7.8751,0.0,9.3102,9.6159,7.8902,0.238,6,Mid,Good,17.68,312.58
370000.0,4,2.0,1950,3757.0,1.0,0,0,4,6,1160,790,1720,3757,107,0,12.8213,7.5761,7.057,6.6733,8.2316,8.2316,7.4507,0.519,5,Low,Good,63.68,4055.14
279000.0,4,2.0,2200,7700.0,1.0,0,0,3,7,1100,1100,1790,7700,35,0,12.539,7.6967,7.004,7.004,8.9491,8.9491,7.4905,0.286,6,Mid,Average,-8.32,69.22
408000.0,3,1.75,1600,313672.0,1.0,0,0,4,7,1600,0,1780,90860,55,0,12.919,7.3784,7.3784,0.0,12.6561,11.4171,7.4849,0.005,1,Mid,Good,11.68,136.42
392000.0,3,1.0,1230,9600.0,1.0,0,0,3,7,1230,0,1510,6600,63,0,12.879,7.1156,7.1156,0.0,9.1696,8.795,7.3205,0.128,1,Mid,Average,19.68,387.3
455000.0,2,1.0,1030,5000.0,1.0,0,0,5,6,1030,0,1550,5000,97,0,13.0281,6.9383,6.9383,0.0,8.5174,8.5174,7.3467,0.206,9,Low,Good,53.68,2881.54
310000.0,2,1.5,1040,42596.0,1.0,0,0,4,7,870,170,1760,75794,49,0,12.6443,6.9479,6.7696,5.1417,10.6595,11.2358,7.4736,0.024,11,Mid,Good,5.68,32.26
323500.0,3,3.0,2240,11536.0,2.0,0,0,3,7,2240,0,1650,8760,71,1,12.687,7.7147,7.7147,0.0,9.3533,9.0781,7.4091,0.194,9,Mid,Average,27.68,766.18
364500.0,3,1.0,1600,4489.0,1.0,0,2,3,6,800,800,1640,6013,70,0,12.8063,7.3784,6.6859,6.6859,8.4096,8.7018,7.4031,0.356,9,Low,Average,26.68,711.82
280000.0,4,2.0,2190,14439.0,1.0,0,0,4,7,1180,1010,2160,14439,37,0,12.5425,7.6921,7.0741,6.9187,9.5778,9.5778,7.6783,0.152,5,Mid,Good,-6.32,39.94
289900.0,3,1.75,1899,11325.0,2.0,0,0,3,7,1899,0,2000,10454,71,1,12.5773,7.5496,7.5496,0.0,9.3349,9.2548,7.6014,0.168,12,Mid,Average,27.68,766.18
585000.0,3,1.0,1870,2807.0,1.5,0,0,4,7,1580,290,1640,4500,87,0,13.2794,7.5342,7.3658,5.6733,7.9402,8.4121,7.4031,0.666,6,Mid,Good,43.68,1907.94
269000.0,3,2.5,1730,6653.0,1.0,0,0,4,7,1360,370,1730,7061,24,0,12.5025,7.4565,7.216,5.9162,8.803,8.8625,7.4565,0.26,9,Mid,Good,-19.32,373.26
280000.0,3,2.25,1860,9210.0,2.0,0,0,3,7,1860,0,1530,8091,20,0,12.5425,7.5289,7.5289,0.0,9.1282,8.9986,7.3337,0.202,8,Mid,Average,-23.32,543.82
287000.0,3,1.75,1940,9000.0,1.0,0,0,3,7,1290,650,1900,9120,50,0,12.5672,7.571,7.1632,6.4785,9.1051,9.1183,7.5501,0.216,4,Mid,Average,6.68,44.62
183000.0,2,1.0,670,5140.0,1.0,0,0,3,6,670,0,850,5140,88,0,12.1172,6.5088,6.5088,0.0,8.545,8.545,6.7464,0.13,8,Low,Average,44.68,1996.3
309000.0,3,1.0,1820,8142.0,1.0,0,0,3,7,1040,780,1820,8142,53,0,12.6411,7.5071,6.9479,6.6606,9.0049,9.0049,7.5071,0.224,12,Mid,Average,9.68,93.7
920000.0,4,2.5,3810,13579.0,2.0,0,0,3,10,3810,0,3310,9270,11,0,13.7321,8.2456,8.2456,0.0,9.5164,9.1346,8.105,0.281,10,High,Average,-32.32,1044.58
815241.0,5,2.25,2060,4800.0,2.5,0,0,3,8,2060,0,1740,4800,107,0,13.6112,7.6309,7.6309,0.0,8.4766,8.4766,7.4622,0.429,9,Mid,Average,63.68,4055.14
405000.0,3,1.75,1520,7252.0,1.0,0,0,3,7,1140,380,1910,7820,39,0,12.9116,7.3271,7.0397,5.9428,8.8892,8.9646,7.5554,0.21,11,Mid,Average,-4.32,18.66
525000.0,5,3.25,3450,19080.0,2.0,0,3,3,9,3450,0,2570,17007,14,0,13.1712,8.1464,8.1464,0.0,9.8564,9.7414,7.8521,0.181,4,Mid,Average,-29.32,859.66
150000.0,2,1.0,830,4045.0,1.0,0,0,3,6,830,0,1100,4116,71,0,11.9184,6.7226,6.7226,0.0,8.3055,8.3229,7.004,0.205,7,Low,Average,27.68,766.18
240000.0,4,1.75,1880,9600.0,1.0,0,0,5,7,1020,860,1560,14400,68,0,12.3884,7.5396,6.9285,6.7581,9.1696,9.5751,7.3531,0.196,9,Mid,Good,24.68,609.1
698000.0,4,2.25,2200,11250.0,1.5,0,0,5,7,1300,900,2320,10814,94,0,13.456,7.6967,7.1709,6.8035,9.3282,9.2887,7.7498,0.196,5,Mid,Good,50.68,2568.46
440000.0,3,2.0,1800,10950.0,1.0,0,0,4,8,1800,0,2400,11300,33,0,12.9945,7.4961,7.4961,0.0,9.3012,9.3326,7.7836,0.164,3,Mid,Good,-10.32,106.5
204000.0,3,1.0,1200,12500.0,1.5,0,0,3,6,1200,0,1200,7500,79,0,12.2259,7.0909,7.0909,0.0,9.4336,8.9228,7.0909,0.096,4,Low,Average,35.68,1273.06
875000.0,3,2.0,2220,6641.0,1.0,0,2,4,7,1220,1000,1800,5900,67,0,13.682,7.7057,7.1074,6.9088,8.8012,8.6829,7.4961,0.334,5,Mid,Good,23.68,560.74
650000.0,3,1.5,1380,4500.0,1.0,0,0,5,7,1380,0,1590,9000,54,0,13.3847,7.2306,7.2306,0.0,8.4121,9.1051,7.3721,0.307,7,Mid,Good,10.68,114.06
392500.0,3,1.0,1660,8839.0,1.0,0,0,4,7,1660,0,1230,9236,68,0,12.8803,7.4152,7.4152,0.0,9.087,9.131,7.1156,0.188,4,Mid,Good,24.68,609.1
400000.0,4,1.0,2320,4000.0,1.5,0,0,3,6,1310,1010,1750,4000,93,0,12.8992,7.7498,7.1785,6.9187,8.2943,8.2943,7.4679,0.58,10,Low,Average,49.68,2468.1
653000.0,3,2.25,2800,17300.0,1.0,0,0,4,8,1420,1380,2140,12650,44,0,13.3893,7.9377,7.2591,7.2306,9.7585,9.4455,7.669,0.162,4,Mid,Good,0.68,0.46
452000.0,4,1.0,1210,3760.0,1.5,0,0,3,6,1210,0,1540,3800,114,0,13.0214,7.0992,7.0992,0.0,8.2324,8.243,7.3402,0.322,5,Low,Average,70.68,4995.66
345000.0,4,2.5,2331,3826.0,2.0,0,0,3,8,2331,0,2441,3826,7,0,12.7513,7.7545,7.7545,0.0,8.2498,8.2498,7.8006,0.609,5,Mid,Average,-36.32,1319.14
350000.0,4,1.75,1820,6930.0,1.0,0,2,4,7,1320,500,1820,6825,62,0,12.7657,7.5071,7.1861,6.2166,8.8438,8.8285,7.5071,0.263,12,Mid,Good,18.68,348.94
650000.0,4,2.5,2860,5576.0,2.0,0,0,3,8,2860,0,2290,10667,10,0,13.3847,7.9589,7.9589,0.0,8.6264,9.275,7.7367,0.513,7,Mid,Average,-33.32,1110.22
525000.0,5,3.0,2750,3800.0,1.5,0,0,5,7,1750,1000,1900,3800,88,0,13.1712,7.9197,7.4679,6.9088,8.243,8.243,7.5501,0.724,5,Mid,Good,44.68,1996.3
840000.0,5,3.0,2750,3800.0,1.5,0,0,5,7,1750,1000,1900,3800,89,0,13.6412,7.9197,7.4679,6.9088,8.243,8.243,7.5501,0.724,1,Mid,Good,45.68,2086.66
1325000.0,3,2.5,2280,5000.0,2.0,0,3,4,9,2280,0,2200,5000,88,0,14.0969,7.7324,7.7324,0.0,8.5174,8.5174,7.6967,0.456,11,Mid,Good,44.68,1996.3
259950.0,4,2.0,1610,6650.0,1.0,0,0,3,7,1610,0,1960,6650,26,0,12.4682,7.3846,7.3846,0.0,8.8025,8.8025,7.5812,0.242,1,Mid,Average,-17.32,299.98
998000.0,5,3.5,3760,10207.0,2.0,0,0,3,10,3150,610,3550,12118,46,0,13.8135,8.2324,8.0555,6.4151,9.2309,9.4025,8.175,0.368,2,High,Average,2.68,7.18
1070000.0,3,3.0,2940,4622.0,2.0,0,0,4,9,2230,710,1580,4000,26,0,13.8832,7.9865,7.7102,6.5667,8.4388,8.2943,7.3658,0.636,6,Mid,Good,-17.32,299.98
1910000.0,4,3.0,4460,6833.0,2.0,0,0,3,10,3140,1320,3130,7450,59,1,14.4626,8.4031,8.0523,7.1861,8.8297,8.9161,8.0491,0.653,7,High,Average,15.68,245.86
190500.0,3,1.5,1110,1150.0,2.0,0,0,3,8,940,170,1380,1751,8,0,12.1574,7.013,6.8469,5.1417,7.0484,7.4685,7.2306,0.965,3,Mid,Average,-35.32,1247.5
465000.0,3,2.25,2560,117176.0,1.0,0,0,4,9,1280,1280,2760,57063,37,0,13.0498,7.8482,7.1554,7.1554,11.6714,10.9519,7.9233,0.022,11,Mid,Good,-6.32,39.94
370000.0,3,1.0,1060,7419.0,1.0,0,2,4,6,1060,0,2190,5953,109,0,12.8213,6.967,6.967,0.0,8.9119,8.6918,7.6921,0.143,2,Low,Good,65.68,4313.86
290000.0,6,4.5,2810,8000.0,1.0,0,0,3,8,2010,800,1940,8349,56,0,12.5776,7.9413,7.6064,6.6859,8.9873,9.03,7.571,0.351,7,Mid,Average,12.68,160.78
350000.0,3,1.75,1380,4590.0,1.0,0,0,2,7,930,450,1320,4692,64,0,12.7657,7.2306,6.8363,6.1115,8.4319,8.4538,7.1861,0.301,11,Mid,Poor,20.68,427.66
740000.0,3,1.75,1380,4590.0,1.0,0,0,2,7,930,450,1320,4692,65,0,13.5144,7.2306,6.8363,6.1115,8.4319,8.4538,7.1861,0.301,3,Mid,Poor,21.68,470.02
460000.0,3,1.75,2560,8400.0,1.0,0,0,3,7,1970,590,1970,8400,55,0,13.039,7.8482,7.5863,6.3818,9.0361,9.0361,7.5863,0.305,10,Mid,Average,11.68,136.42
290000.0,3,1.0,1010,10800.0,1.0,0,0,4,7,1010,0,1370,9500,42,0,12.5776,6.9187,6.9187,0.0,9.2874,9.1592,7.2233,0.094,8,Mid,Good,-1.32,1.74
475000.0,3,1.5,1790,229125.0,2.0,0,3,3,7,1790,0,1970,216928,27,0,13.0711,7.4905,7.4905,0.0,12.342,12.2873,7.5863,0.008,9,Mid,Average,-16.32,266.34
214000.0,3,2.5,1600,2231.0,2.0,0,0,3,7,1600,0,1600,2962,11,0,12.2737,7.3784,7.3784,0.0,7.7107,7.994,7.3784,0.717,9,Mid,Average,-32.32,1044.58
455000.0,2,1.0,910,5759.0,1.0,0,0,3,6,910,0,1520,7518,64,0,13.0281,6.8145,6.8145,0.0,8.6587,8.9252,7.3271,0.158,5,Low,Average,20.68,427.66
275000.0,3,2.5,2497,4400.0,2.0,0,0,3,8,2497,0,2434,4400,7,0,12.5245,7.8232,7.8232,0.0,8.3896,8.3896,7.7977,0.568,7,Mid,Average,-36.32,1319.14
305000.0,3,1.5,1800,12196.0,1.0,0,0,4,7,1800,0,1490,11730,48,0,12.6281,7.4961,7.4961,0.0,9.4089,9.37,7.3072,0.148,7,Mid,Good,4.68,21.9
449000.0,5,2.5,2570,61855.0,1.0,0,0,4,7,1470,1100,1990,49658,34,0,13.0148,7.8521,7.2937,7.004,11.0326,10.8129,7.5964,0.042,4,Mid,Good,-9.32,86.86
366000.0,3,2.5,1320,4320.0,1.0,0,0,3,6,660,660,1190,4200,96,0,12.8104,7.1861,6.4938,6.4938,8.3712,8.3431,7.0825,0.306,10,Low,Average,52.68,2775.18
348000.0,3,2.5,1670,5090.0,2.0,0,0,3,7,1670,0,2560,4851,12,0,12.76,7.4212,7.4212,0.0,8.5352,8.4871,7.8482,0.328,3,Mid,Average,-31.32,980.94
515000.0,4,2.5,2800,21370.0,2.0,0,0,3,8,2800,0,1880,9336,11,0,13.1519,7.9377,7.9377,0.0,9.9698,9.1417,7.5396,0.131,12,Mid,Average,-32.32,1044.58
950000.0,4,2.5,3360,11548.0,2.0,0,0,3,9,3360,0,3400,14091,26,0,13.7642,8.12,8.12,0.0,9.3544,9.5534,8.1318,0.291,6,Mid,Average,-17.32,299.98
815000.0,3,2.5,2590,21494.0,2.0,0,0,4,8,2590,0,2590,10720,23,0,13.6109,7.8598,7.8598,0.0,9.9756,9.28,7.8598,0.12,7,Mid,Good,-20.32,412.9
199950.0,3,3.0,1530,2132.0,2.0,0,0,3,8,1530,0,1530,3384,22,0,12.2058,7.3337,7.3337,0.0,7.6653,8.1271,7.3337,0.718,1,Mid,Average,-21.32,454.54
386000.0,3,2.0,1330,8100.0,1.0,0,0,4,7,1330,0,1590,8100,45,0,12.8636,7.1937,7.1937,0.0,8.9997,8.9997,7.3721,0.164,6,Mid,Good,1.68,2.82
273000.0,3,2.25,2160,8276.0,2.0,0,0,3,8,2160,0,2000,7964,24,0,12.5172,7.6783,7.6783,0.0,9.0212,8.9828,7.6014,0.261,1,Mid,Average,-19.32,373.26
284000.0,4,2.5,1830,6360.0,2.0,0,0,3,8,1830,0,1830,6596,21,0,12.5567,7.5126,7.5126,0.0,8.7579,8.7944,7.5126,0.288,3,Mid,Average,-22.32,498.18
399950.0,3,1.0,1470,7930.0,1.0,0,0,3,7,1070,400,1440,8100,64,0,12.8991,7.2937,6.9763,5.994,8.9785,8.9997,7.2731,0.185,8,Mid,Average,20.68,427.66
285000.0,3,1.75,1150,6423.0,1.0,0,0,3,5,590,560,1150,8367,88,0,12.5602,7.0484,6.3818,6.3297,8.7678,9.0322,7.0484,0.179,1,Low,Average,44.68,1996.3
315000.0,3,2.5,1790,6452.0,2.0,0,0,3,7,1790,0,1610,3600,11,0,12.6603,7.4905,7.4905,0.0,8.7723,8.189,7.3846,0.277,4,Mid,Average,-32.32,1044.58
250000.0,3,1.0,1700,7700.0,1.0,0,0,3,7,1120,580,1700,8800,54,0,12.4292,7.439,7.022,6.3648,8.9491,9.0826,7.439,0.221,8,Mid,Average,10.68,114.06
290000.0,4,2.0,1630,7618.0,1.5,0,0,3,7,1630,0,1320,8774,48,0,12.5776,7.3969,7.3969,0.0,8.9384,9.0797,7.1861,0.214,3,Mid,Average,4.68,21.9
725000.0,4,2.5,3420,30410.0,2.0,0,0,3,9,3420,0,2940,45916,26,0,13.4939,8.1377,8.1377,0.0,10.3226,10.7346,7.9865,0.112,6,Mid,Average,-17.32,299.98
410000.0,3,1.75,1650,9641.0,1.5,0,0,3,7,1650,0,1940,6701,31,0,12.9239,7.4091,7.4091,0.0,9.1739,8.8102,7.571,0.171,5,Mid,Average,-12.32,151.78
855000.0,4,2.5,2810,52062.0,1.5,0,0,4,9,2810,0,3330,49783,26,0,13.6589,7.9413,7.9413,0.0,10.8602,10.8154,8.111,0.054,8,Mid,Good,-17.32,299.98
399900.0,4,2.5,2710,8127.0,2.0,0,0,3,8,2710,0,2520,8436,20,0,12.899,7.9051,7.9051,0.0,9.0031,9.0404,7.8324,0.333,7,Mid,Average,-23.32,543.82
852600.0,4,2.5,3320,11901.0,2.0,0,0,5,9,2650,670,2700,11114,37,0,13.656,8.108,7.8827,6.5088,9.3845,9.3161,7.9014,0.279,6,Mid,Good,-6.32,39.94
235000.0,2,1.0,720,6321.0,1.0,0,0,3,6,720,0,920,5684,74,0,12.3673,6.5806,6.5806,0.0,8.7518,8.6456,6.8255,0.114,8,Low,Average,30.68,941.26
230950.0,2,1.0,930,12724.0,1.0,0,0,4,6,930,0,1240,21828,102,0,12.35,6.8363,6.8363,0.0,9.4513,9.991,7.1237,0.073,8,Low,Good,58.68,3443.34
230000.0,3,2.25,1490,8722.0,2.0,0,0,3,7,1490,0,1510,8061,18,0,12.3458,7.3072,7.3072,0.0,9.0737,8.9949,7.3205,0.171,3,Mid,Average,-25.32,641.1
404763.0,3,2.5,1690,1609.0,2.0,0,0,3,8,1150,540,1690,1860,0,0,12.9111,7.4331,7.0484,6.2934,7.384,7.5289,7.4331,1.05,7,Mid,Average,-43.32,1876.62
245000.0,3,2.5,1720,3407.0,2.0,0,0,3,7,1720,0,1720,3407,22,0,12.409,7.4507,7.4507,0.0,8.1339,8.1339,7.4507,0.505,9,Mid,Average,-21.32,454.54
188000.0,3,1.5,1140,8500.0,1.0,0,0,4,7,1140,0,1600,8500,51,0,12.1442,7.0397,7.0397,0.0,9.0479,9.0479,7.3784,0.134,1,Mid,Good,7.68,58.98
626100.0,4,2.5,2280,7219.0,2.0,0,0,4,8,2280,0,2240,7471,27,0,13.3473,7.7324,7.7324,0.0,8.8846,8.9189,7.7147,0.316,12,Mid,Good,-16.32,266.34
428750.0,2,1.0,1100,4080.0,1.0,0,0,4,7,900,200,1170,4080,86,0,12.9686,7.004,6.8035,5.3033,8.3141,8.3141,7.0656,0.27,3,Mid,Good,42.68,1821.58
522000.0,4,2.25,1800,8623.0,1.0,0,0,4,8,1360,440,2370,8623,34,0,13.1654,7.4961,7.216,6.089,9.0623,9.0623,7.7711,0.209,5,Mid,Good,-9.32,86.86
684000.0,4,2.75,2500,8621.0,2.0,0,0,4,8,2500,0,1900,8131,27,0,13.4357,7.8244,7.8244,0.0,9.0621,9.0036,7.5501,0.29,3,Mid,Good,-16.32,266.34
1065500.0,3,2.25,2950,7232.0,1.0,0,2,3,8,1520,1430,2130,7140,32,0,13.879,7.9899,7.3271,7.2661,8.8864,8.8736,7.6643,0.408,4,Mid,Average,-11.32,128.14
611206.0,1,1.0,1940,6300.0,1.0,0,3,3,8,1940,0,2560,6300,52,0,13.3232,7.571,7.571,0.0,8.7485,8.7485,7.8482,0.308,5,Mid,Average,8.68,75.34
350000.0,2,1.5,1280,5250.0,1.0,0,0,4,7,1140,140,1050,5250,72,0,12.7657,7.1554,7.0397,4.9488,8.5662,8.5662,6.9575,0.244,9,Mid,Good,28.68,822.54
894000.0,4,2.5,3800,22029.0,2.0,0,0,3,9,3800,0,3170,24979,22,0,13.7035,8.243,8.243,0.0,10.0002,10.1258,8.0618,0.172,4,Mid,Average,-21.32,454.54
420000.0,2,1.0,930,5368.0,1.0,0,0,4,7,930,0,1770,6000,61,0,12.948,6.8363,6.8363,0.0,8.5884,8.6997,7.4793,0.173,9,Mid,Good,17.68,312.58
400000.0,5,2.0,1930,9747.0,1.0,0,0,4,7,1020,910,2040,9370,52,0,12.8992,7.5658,6.9285,6.8145,9.1848,9.1454,7.6212,0.198,5,Mid,Good,8.68,75.34
675000.0,3,2.5,2980,28000.0,1.0,0,0,3,10,1820,1160,2570,28500,33,0,13.4225,8.0,7.5071,7.057,10.24,10.2577,7.8521,0.106,5,High,Average,-10.32,106.5
426000.0,4,2.5,2800,8494.0,2.0,0,0,3,8,2800,0,3740,8494,10,0,12.9622,7.9377,7.9377,0.0,9.0472,9.0472,8.2271,0.33,5,Mid,Average,-33.32,1110.22
750000.0,4,2.25,3190,11597.0,2.0,0,0,3,10,2300,890,2990,10679,30,0,13.5278,8.0681,7.7411,6.7923,9.3586,9.2761,8.0034,0.275,6,High,Average,-13.32,177.42
368000.0,3,1.75,1710,10800.0,1.0,0,0,4,7,1710,0,1890,10800,56,0,12.8158,7.4448,7.4448,0.0,9.2874,9.2874,7.5449,0.158,6,Mid,Good,12.68,160.78
342000.0,3,1.0,1980,6450.0,1.0,0,0,4,6,1120,860,1180,5160,65,0,12.7426,7.5914,7.022,6.7581,8.772,8.5489,7.0741,0.307,3,Low,Good,21.68,470.02
700000.0,3,1.75,1910,4800.0,1.0,0,0,3,7,1080,830,1750,4800,55,0,13.4588,7.5554,6.9856,6.7226,8.4766,8.4766,7.4679,0.398,6,Mid,Average,11.68,136.42
848750.0,6,3.75,3160,5000.0,2.0,0,0,3,8,3160,0,1740,5000,25,0,13.6515,8.0586,8.0586,0.0,8.5174,8.5174,7.4622,0.632,7,Mid,Average,-18.32,335.62
720000.0,3,2.0,1590,5200.0,1.0,0,0,3,7,1320,270,1620,5150,76,0,13.487,7.3721,7.1861,5.6021,8.5566,8.5469,7.3908,0.306,3,Mid,Average,32.68,1067.98
525000.0,4,2.25,1890,8549.0,1.0,0,0,3,8,1890,0,1940,7210,47,0,13.1712,7.5449,7.5449,0.0,9.0537,8.8834,7.571,0.221,9,Mid,Average,3.68,13.54
397900.0,3,2.75,2500,35245.0,1.0,0,0,3,7,1580,920,2060,153766,15,0,12.894,7.8244,7.3658,6.8255,10.4701,11.9432,7.6309,0.071,3,Mid,Average,-28.32,802.02
405000.0,3,2.0,1740,18000.0,1.0,0,0,3,7,1230,510,1740,11250,25,0,12.9116,7.4622,7.1156,6.2364,9.7982,9.3282,7.4622,0.097,8,Mid,Average,-18.32,335.62
392800.0,3,2.0,1080,11856.0,1.0,0,0,5,7,1080,0,1220,9247,29,0,12.8811,6.9856,6.9856,0.0,9.3807,9.1322,7.1074,0.091,1,Mid,Good,-14.32,205.06
394999.0,3,1.5,1730,7800.0,1.0,0,0,3,7,1330,400,1780,8309,57,0,12.8866,7.4565,7.1937,5.994,8.962,9.0252,7.4849,0.222,2,Mid,Average,13.68,187.14
340000.0,3,2.5,2480,6112.0,2.0,0,0,3,7,2480,0,3220,6727,10,0,12.7367,7.8164,7.8164,0.0,8.7182,8.814,8.0774,0.406,6,Mid,Average,-33.32,1110.22
482500.0,3,2.25,1450,1445.0,2.0,0,0,3,7,980,470,1510,1370,9,0,13.0867,7.28,6.8886,6.1549,7.2766,7.2233,7.3205,1.003,5,Mid,Average,-34.32,1177.86
812500.0,4,2.5,2750,10159.0,2.0,0,0,3,10,2750,0,3160,10159,23,0,13.6079,7.9197,7.9197,0.0,9.2262,9.2262,8.0586,0.271,9,High,Average,-20.32,412.9
450000.0,3,2.5,2820,10208.0,1.0,0,1,4,8,1410,1410,1540,10684,60,0,13.017,7.9448,7.2521,7.2521,9.231,9.2766,7.3402,0.276,9,Mid,Good,16.68,278.22
398000.0,3,1.75,1830,27468.0,1.0,0,0,3,7,1830,0,1860,10180,60,0,12.8942,7.5126,7.5126,0.0,10.2208,9.2283,7.5289,0.067,11,Mid,Average,16.68,278.22
1075000.0,3,3.25,1550,1767.0,3.0,1,3,3,8,1550,0,2710,3444,9,0,13.8878,7.3467,7.3467,0.0,7.4776,8.1447,7.9051,0.877,5,Mid,Average,-34.32,1177.86
540000.0,2,2.0,1640,3021.0,1.0,0,2,3,7,840,800,1780,4500,55,0,13.1993,7.4031,6.7346,6.6859,8.0137,8.4121,7.4849,0.543,10,Mid,Average,11.68,136.42
275000.0,4,2.0,1720,5472.0,1.0,0,0,3,6,860,860,1720,5670,91,0,12.5245,7.4507,6.7581,6.7581,8.6076,8.6431,7.4507,0.314,10,Low,Average,47.68,2273.38
780000.0,5,2.0,2880,12000.0,2.0,0,0,3,8,2880,0,1720,5000,93,0,13.5671,7.9659,7.9659,0.0,9.3927,8.5174,7.4507,0.24,8,Mid,Average,49.68,2468.1
225000.0,3,1.5,1220,8345.0,1.5,0,0,3,7,1220,0,1880,10169,83,0,12.3239,7.1074,7.1074,0.0,9.0295,9.2272,7.5396,0.146,7,Mid,Average,39.68,1574.5
503045.0,3,3.0,1560,2250.0,2.0,0,0,3,9,1560,0,1610,4500,5,0,13.1284,7.3531,7.3531,0.0,7.7191,8.4121,7.3846,0.693,7,Mid,Average,-38.32,1468.42
249000.0,2,2.0,1090,1357.0,2.0,0,0,3,7,1090,0,1078,1318,24,0,12.4252,6.9948,6.9948,0.0,7.2138,7.1846,6.9838,0.803,9,Mid,Average,-19.32,373.26
569950.0,4,1.0,1140,5940.0,1.0,0,2,3,7,1140,0,1630,4000,98,0,13.2533,7.0397,7.0397,0.0,8.6896,8.2943,7.3969,0.192,7,Mid,Average,54.68,2989.9
450000.0,2,2.25,1040,1377.0,2.0,0,0,3,8,1040,0,1264,1892,12,0,13.017,6.9479,6.9479,0.0,7.2284,7.5459,7.1428,0.755,1,Mid,Average,-31.32,980.94
1099500.0,4,2.0,2580,6000.0,1.0,0,0,5,9,1300,1280,2300,6200,64,0,13.9104,7.8559,7.1709,7.1554,8.6997,8.7325,7.7411,0.43,6,Mid,Good,20.68,427.66
700000.0,4,2.5,2310,3570.0,1.5,0,0,3,7,1490,820,1580,3060,87,1,13.4588,7.7454,7.3072,6.7105,8.1806,8.0265,7.3658,0.647,5,Mid,Average,43.68,1907.94
